name,location,datetime,followers,likes,retweets,tweet
willkelly,"Washington, DC area",13-03-2022 22:35,2360,0,0,The Mac Studio is myth fulfillment - The Verge https://t.co/nDL2XFujsS
FIRST_CLICKS,,13-03-2022 22:23,33,3,0,"🎉NEW VIDEO👀

Reacting to the excellent 🤩 @reneritchie 🔥 and his great Mac Studio video! 🏆

📺WATCH NOW:… https://t.co/EasC7tnBKK"
ChocolatCrafts,🏡,13-03-2022 22:23,559,0,28,"RT @markgurman: Power On: Thoughts on Apple’s new iPhone SE, iPad Air anda0Mac Studio,a0as well as ana0in-depth look at the M2 chip, Mac Pro,…"
morrowgl,los angeles,13-03-2022 22:10,1268,0,0,The Mac Studio is myth fulfillment https://t.co/kg5EDUuWz6
ADGArrio,🇺🇸🇮🇳 (Maskland),13-03-2022 22:07,276,0,14,"RT @appleinsider: A seven-day lockdown in Shenzhen, China could cause further delays to orders for products like Apples #MacStudio, with o…"
alexkidman,"Sydney, New South Wales",13-03-2022 23:22,7163,0,3,RT @VerticalHoldAU: Easing into the week? How does Apples new M1 Ultra chip out-Max the Max? Has Apple done enough with the new iPhone SE?…
jendudley,"Brisbane, Australia",13-03-2022 22:03,15576,0,3,RT @VerticalHoldAU: Easing into the week? How does Apples new M1 Ultra chip out-Max the Max? Has Apple done enough with the new iPhone SE?…
VerticalHoldAU,Australia,13-03-2022 21:15,458,3,3,Easing into the week? How does Apples new M1 Ultra chip out-Max the Max? Has Apple done enough with the new iPhone… https://t.co/zzv5ZXk3z6
AppleEducate,"Tampa, FL",13-03-2022 19:50,534,0,2,"RT @MacTrast: Apple held its “Peek Performance” event earlier this week and during the event, it unveiled its new Mac Studio and the accomp…"
livenowfox,United States,13-03-2022 19:30,3772,1,0,"Apple unveiled a slew of new products during the company""s virtual Peek Performance event this week.
https://t.co/S79QG9OpQW"
applejpboyz,,13-03-2022 19:21,35,0,2,"RT @MacTrast: Apple held its “Peek Performance” event earlier this week and during the event, it unveiled its new Mac Studio and the accomp…"
MacTrast,"California, USA",13-03-2022 19:10,147405,1,2,"Apple held its “Peek Performance” event earlier this week and during the event, it unveiled its new Mac Studio and… https://t.co/5CSc7gu1KQ"
iFixMalaga,United Kingdom,13-03-2022 17:38,5203,0,0,(iPhone iPad repair) Apple’s Studio Display: 5 Things You Must Know: Apple unveiled its Studio Display at the Peek… https://t.co/fOIWPy0UPx
KhalidAlrazooqi,Dubai UAE ,13-03-2022 17:38,8850,0,0,I dont care about the #Mac Studio - this was best thing from Apples event https://t.co/HenfZTOunZ
apple_observer,"Montreal, Canada",13-03-2022 17:00,1377,0,0,"This week, we’ve got a peek at the new M1 Ultra, the Mac Studio and the Apple Studio display, among other things.… https://t.co/rOUj6dha9H"
_WEPSY_,in ,13-03-2022 16:04,33,0,19,RT @verge: The 7 biggest announcements from Apple’s Peek Performance event https://t.co/StouIBIUGX https://t.co/ovEGP1IYel
TdevelopsYT,"Ilorin, Nigeria",13-03-2022 15:39,425,0,6,"RT @TWJBOfficial: Peek Performance - #AppleEvent Reaction | M1 Ultra Mac Studio, Studio Display...
https://t.co/veDHjsJnZa
https://t.co/veD…"
vaquest,18094 virgin Island ,13-03-2022 15:25,422,0,20,RT @appltrack: Gurman: Mac Studio and new monitor coming at Peek Performance event tomorrow https://t.co/tT3waXaKsc https://t.co/5Qk59Qr2zB
JamesMcQuat,"Winchester, England",13-03-2022 22:36,69,0,64,RT @JonyIveParody: Trying to decide if I want to buy a fully loaded Mac Studio with M1 Ultra or fill up the tank of my car.
poliberla,"New York, USA",13-03-2022 22:25,74,0,0,"@ihacktu Huge event, Mac studio, M1 Ultra, and the display are astonishing."
ShawnHatjes,"Santa Cruz, CA",13-03-2022 22:18,417,0,64,RT @JonyIveParody: Trying to decide if I want to buy a fully loaded Mac Studio with M1 Ultra or fill up the tank of my car.
ItzTitas,Follow me to save a Puppy!,13-03-2022 22:15,95,0,64,RT @JonyIveParody: Trying to decide if I want to buy a fully loaded Mac Studio with M1 Ultra or fill up the tank of my car.
batzdu,here and there,13-03-2022 20:43,3384,1,0,"@fvckrender I’ve heard good things from various mac users. Haven’t made the switch to an M1 chip, but I just scoope… https://t.co/vBSbtxrqkL"
Gouthamhere,"Bangalore,Karnataka",13-03-2022 14:44,80,1,0,"Green iPhone 13, M1 Ultra, Mac Studio and much more. Good roundup video on gadgets launched in recent Apple event!… https://t.co/9oZQ3Xjzz9"
ZDNet,USA | UK | Asia | Australia,13-03-2022 23:00,466169,0,0,Apple just unveiled its new M1 Ultra monster chip  https://t.co/prZhYthvGJ
JqvyIs,,13-03-2022 22:58,154,0,694,"RT @Apple: Supercharged by the M1 chip, the new iPad Air comes in five stunning colors. 10.9 Liquid Retina display, blazing-fast 5G, 12MP…"
ZitoubySaad,,13-03-2022 22:54,24,2,0,"@jvcelle You can compare the M1 ultra with any chip in any high end windows laptop , were talking about socs and… https://t.co/9t7miSHSrp"
imanboer,Metaverse,13-03-2022 21:50,172,0,0,"Apple Unveils Power Of New M1 Ultra Chip With UltraFusion Architecture - News Update https://t.co/3sYxCVF7Mi
#M1ultra #macbook #Apple"
DigitalTechy,"ÜT: 38.325692,-77.476695",13-03-2022 21:16,206,0,0,How the M1 Ultra paves the way for the next ‘Extreme’ Applea0chip https://t.co/juawyaAQzJ
compro_tax,comprotaxbrooklyn@gmail,13-03-2022 21:57,3448,0,0,"2022 Mac Pro Could Use Two M1 Ultra Fused Together to Make a Single Silicon, Suggests Latest Evidence - Wccftech… https://t.co/Hirq43SumU"
TechInvestNews,San Francisco,13-03-2022 21:56,3050,0,0,Apple Silicon Mac Pro Similar To Mac Studios Approach With Combinied Two M1 Ultra Chips Into Single (Tech Times : T… https://t.co/BLYY4uGcwQ
SkarredGhost,Somewhere on Mar Sara,13-03-2022 21:40,24865,5,1,"Apple’s chips are on the table, and are challenging Intel and NVIDIA https://t.co/WcdGZmosEH via @Verge @ProofVRlab… https://t.co/2EkwIgHnnO"
thekasailife,"Norfolk, VA",13-03-2022 19:58,596,0,27,RT @appleinsider: The inbound Apple Silicon #MacPro update could use another interconnect to turn two M1 Ultras from the #MacStudio into on…
TechTimes_News,NYC,13-03-2022 19:54,11011,0,0,"Apple Silicon Mac Pro could be similar to Mac Studios approach as it is expected to combine two M1 Ultra chips.

https://t.co/QW9Lv2ZiMY"
Asgard_Hydra,"Laniakea, Milky Way",13-03-2022 19:42,838,0,0,"2022 Mac Pro Could Use Two M1 Ultra Fused Together to Make a Single Silicon, Suggests Latest Evidence https://t.co/BRDUazkT21"
ghdeezy,AC - GH,13-03-2022 17:35,559,0,5,"RT @iTech911: The Apple Silicon Mac Pro may follow the lead of the Mac Studios M1 Ultra, a rumor claims, by effectively combining two M1 U…"
XeronBot,Crawling Twitter,13-03-2022 17:11,819,0,27,"RT @Paula_Piccard: Apple’s chips are on the table

Know more: https://t.co/40XuGgGpUa

#MachineLearninga0#AIa0#Pythona0#DataSciencea0#BigDataa0…"
LeszekJarema,"Dolnośląskie, Polska",12-03-2022 22:20,165,9,0,Ah ten luz i wyjebanie na sprawy codzienne. I pewnie śni: #apple Mac studio w podstawie czy mocniejszy a może pocze… https://t.co/DFpYOoxRxu
nicopdorf,"Kevelaer, Deutschland",12-03-2022 21:33,13,0,27,"RT @VadimYuryev: My theory on Apple""s future Mac lineup:
M1 MacBook Air (old $999)
M2 MacBook (old 13)
M2 MacBook Air (Redesign)
M2 Mac mi…"
kyberskeble,"Prague, Czech Republic",12-03-2022 20:56,194,0,0,"Mimochodem, v úterý se konal tradiční Apple Event, kde Apple představil mj. nový iPhone SE a nový iPad Air s čipy M… https://t.co/4ewR09bmsW"
hirenwaghela21,"Mumbai, India",12-03-2022 20:51,62,0,1,RT @ikartikraj: Imagine if Apple said only 1 of the 2 M1 Ultra in the Mac Studio worked at launch and the full performance would be unlocke…
_m4jd,"Muscat, Oman",12-03-2022 20:37,82,0,27,"RT @VadimYuryev: My theory on Apple""s future Mac lineup:
M1 MacBook Air (old $999)
M2 MacBook (old 13)
M2 MacBook Air (Redesign)
M2 Mac mi…"
The_Vaughn_,,12-03-2022 20:32,533,0,27,"RT @VadimYuryev: My theory on Apple""s future Mac lineup:
M1 MacBook Air (old $999)
M2 MacBook (old 13)M2 MacBook Air (Redesign)
M2 Mac mi…"
flixboards,Online,12-03-2022 20:30,1903,0,0,Apple Speeds Up—Introducing Mac Studio and Studio Display with New M1 Ultra |  #movies #entertainment https://t.co/6mO2LJZnn7
EarthTrustee,Earths Core ,12-03-2022 20:15,393,0,0,@tsungxu everything changes when you factor in that everyone can have a supercomputer on their desktop doing 22 tri… https://t.co/wXMjwjC1kx
davidhepworth_,"Wakefield, West Yorkshire.",12-03-2022 20:10,200,0,27,"RT @VadimYuryev: My theory on Apple""s future Mac lineup:
M1 MacBook Air (old $999)
M2 MacBook (old 13)
M2 MacBook Air (Redesign)
M2 Mac mi…"
MooSBz,Thailand,12-03-2022 20:01,5499,0,27,"RT @VadimYuryev: My theory on Apple""s future Mac lineup:
M1 MacBook Air (old $999)
M2 MacBook (old 13)
M2 MacBook Air (Redesign)
M2 Mac mi…"
nensta3,South Florida ,12-03-2022 19:07,978,0,0,The 7 biggest announcements from Apple’s Peek Performance event https://t.co/BWhIrMhRFY via @Verge
zephel01,日本 東京,12-03-2022 18:58,3095,0,0,Apple M1 Ultra チップを搭載した「Mac Studio」と思われるGeekbenchのベンチマークスコアが公開 される。 https://t.co/Cs3twg8dip
ChawlaArushi,,12-03-2022 18:45,435,0,6,"RT @neiltwitz: Great roundup analysis of Spring #AppleEvent by @GadgetFreak4U 

Indeed, Peek Performance 

https://t.co/ZXQYy10cOf https:…"
LordAizenBankai,Romania,12-03-2022 22:37,168,1,0,@SnukVA Mac Studio Ultra 😎
996Fabio,"Viana do Castelo, Portugal",12-03-2022 22:27,28,0,19,RT @verge: The 7 biggest announcements from Apple’s Peek Performance event https://t.co/StouIBIUGX https://t.co/ovEGP1IYel
scoonytroon,"Berlin, Germany",12-03-2022 21:41,43,1,0,@VadimYuryev @joshsmith722 I get the idea of a Mac Mini (M*)  and Mac Mini Pro (M* Pro) then comes Mac Studio (M* M… https://t.co/1XJ1RhND6A
gibgasman1,,12-03-2022 21:40,19,0,0,Mac Studio Ultra mit Multi Core Benchmark 24055 . Was für ein Monster
blzr_l,(He/They) ,12-03-2022 21:31,475,0,48,RT @LinusTechTip_: m1 ultra mac studio mini pro max   can render at least three orbs
eha1990,United States of America,12-03-2022 21:26,1562,0,1624,"RT @MKBHD: Since I know ya’ll will ask, a maxed-out Mac Studio with M1 Ultra 8TB of SSD = $7999 https://t.co/si0m7jjUHE"
Ralphtan222,"DeCenterized Tokyo🗼⇄ NY,US🗽",12-03-2022 21:24,185,0,50,"RT @itmedia_news: 高性能Mac「Mac Studio」発表　“M1 Ultra”搭載、M1 Max2基分
https://t.co/UEX5jQAPu3 https://t.co/tUH8oH5hFe"
pauljacson,,12-03-2022 21:22,2,0,0,"RT MaaOther @alex_abads So, anyway, are you getting the new Mac Studio with M1 ultra?"
nicoaramirez,"Virginia, USA",12-03-2022 23:38,333,0,697,RT @BasicAppleGuy: Mac Pro owners watching the Mac Studio benchmarks coming out. https://t.co/bGuboyVEAa
SMARSHMELLOW__,,12-03-2022 23:34,150,1,0,@videotech_ @mac_shirk You can actually get access to Twitter Media Studio by enabling video analytics at… https://t.co/mV3J2z02Ul
DorianCS6,México,12-03-2022 23:34,1429,0,135,"RT @nicklockwood: The Mac Studio looks fine, but it would be nice if Apple could finally settle on a desktop strategy.

For iPhone or MBP,…"
innocent_zero,Kanagawa,12-03-2022 23:33,1203,0,24,"RT @goando: いまの設計なら理論上8台のMac Studioが装着可能
#PREDUCTS https://t.co/aieJ9fVGQX"
casadelascarcas,"Madrid, Comunidad de Madrid",12-03-2022 19:50,5456,0,0,"Apple deja de vender el iMac de 27″, ¿cuándo llegará su sustituto?: En el día de ayer, Apple presentó los nuevos iP… https://t.co/14ShBj1ig3"
KNutellaelaine,,12-03-2022 17:29,343,0,53,RT @CNET: Apple introduces Mac Studio and Studio Display. Its an entirely new computer with the latest Apple Silicon M1 Ultra Chip. #Apple…
mikezmac,"Amherst, NH",12-03-2022 16:42,81,0,0,https://t.co/dSpVKgY6CZ Apple’s chips are on the table Apple’s transition to its own processors is nearly complete.… https://t.co/4ELGkTXzVR
George_Probably,Bath,12-03-2022 13:26,543,0,0,"SFF PCs just arent really there, say what you want about Apple silicon, the efficiency is insane, and I expect the… https://t.co/QARFmXEUc9"
owenbphoto,SW London,12-03-2022 11:47,720,0,0,"@kanev05 @thecomputerclan “Well they’ll do another iMac Pro then”

That’s dead too. The only product left to give A… https://t.co/AcNyufX2Ux"
techosmo,WWW,12-03-2022 11:37,153,0,0,"Apple’s chips are on the table - https://t.co/jkE5uDcq81

  Apple’s transition to its own processors is nearly comp… https://t.co/Iuo9YXUiBb"
TheCardNexus,"McKinney, TX",12-03-2022 10:37,1628,1,0,@badboyntx Studio looks insane. Im not a Mac user but apple silicon is pretty damned incredible
frankreiff,Luxembourg,12-03-2022 09:08,504,8,0,@nicklockwood I think we are almost there. It looks like Apple’s plan is to have a bi-annual update rhythm for its… https://t.co/pK7nWqqq1u
primo4k,"Nayarit, California. ",12-03-2022 08:49,4514,0,0,Apples new #MacStudio is the companys most powerful Apple Silicon machine yet. Heres how it stacks up against th… https://t.co/Pnv8E74T6h
_oftoday_,"Clarksville, VA",12-03-2022 07:08,1262,0,0,Mac Studio vs. Mac Mini Buyer&amp;apos;s Guide  The all-new Mac Studio is Apple&amp;#039;s most powerful custom silicon sta… https://t.co/DEjqGHBMIh
_oftoday_,"Clarksville, VA",12-03-2022 07:03,1262,0,0,Compared: Mac Studio versus Mac Pro  Apple&amp;#039;s new Mac Studio is the company&amp;#039;s most powerful Apple Silicon… https://t.co/KU2DHE49fn
silicon_chippai,福岡,12-03-2022 06:50,280,0,0,Apple「あれ？ みんなどうしたの？studio display、Mac studioと合わせると凄く便利だよ？なんでMac studioしか買ってくれないの？(´；ω；｀)」って、Appleを追い込めば、新しい27インチiMac… https://t.co/dkZhloYfaE
AAPLTree,"Online, Apple News, old blog",12-03-2022 04:35,1422,1,0,@timothy_lkh_ @jimmyjamesuk123 @VadimYuryev @hishnash @ShahriarFahim_ It’s kinda sorta like March 2022 Mac Studio b… https://t.co/jTI4tUIN05
TokyoBoy8135,"Tokyo-to, Japan",12-03-2022 23:56,719,0,6302,"RT @livedoornews: 【#AppleEvent】iPhone SE(第3世代)発表、5G対応でTouch ID内蔵のホームボタン搭載
https://t.co/gXlqsaTAT1

このほか、iPhone13 Proにアルパイングリーン、iPhone 13にグリ…"
VadimYuryev,"Spokane, WA",12-03-2022 23:41,8250,1,0,"@HODLaser Huge gap between $699 M1 Mac mini and $1,999 Mac Studio. Needs to be filled by M2 Pro Mac mini."
XtecnoMundo,Lima,12-03-2022 23:24,680,0,1,RT @ernestoacostame: Mucho hay que necesitar un Macbook como para no comprar mejor el modelo de entrada del Mac Studio. Al precio del Macbo…
gabesalkin,Washington D.C,12-03-2022 23:11,315,0,0,"If we’re not going to get a new, larger iMac, can we at least get a model with a bit more power? A 24-inch iMac wit… https://t.co/mcWbyJpjcj"
stephenrobles,"Lakeland, FL",12-03-2022 23:06,2594,12,1,Tim Cook as the Mac Studio with M1 Ultra was announced https://t.co/ANVei5OydK
borland,"Hamilton, New Zealand",12-03-2022 23:05,527,3,0,@soylentgraham @nicklockwood It does look like the 27 inch iMac (pro or not) isn’t coming back. The flagship is the… https://t.co/nyxHGhxd5E
waka08dk,"Sapporo,Hokkaido",12-03-2022 23:01,57,0,0,もしかするとだが、M1maxを四基繋げたM1 HayperがMacProには搭載されるかもなあ。これだとコア数もメモリ容量もMac studioを簡単に追い越せてあのデカさを維持できる。IntelMacProのディスりようと別の日にしようとのコメントを考えるとそんな気もしてくる。
ernestoacostame,No GPS Signal…,12-03-2022 22:55,182,4,1,Mucho hay que necesitar un Macbook como para no comprar mejor el modelo de entrada del Mac Studio. Al precio del Ma… https://t.co/cDDA5RaHU9
DaveWu73218902,,12-03-2022 22:44,2,0,6,RT @kevinzhow: 今天突然觉得我的 Intel iMac 写 Swift 很不爽，于是在琢磨是不是应该买个 MacBook Pro，不仅在家可以插显示器，出门还能直接带走，但我已经有个 MacBook Air M1 了，想着处理二手也有点麻烦，于是转向看 Mac S…
mrtechboi,he/him 17,12-03-2022 21:42,889,0,2,RT @RendersbyModel: How long is it until someone opens up the studio display and puts an M1 Mac mini in it? @SnazzyQ
RendersbyModel,,12-03-2022 21:40,175,7,2,How long is it until someone opens up the studio display and puts an M1 Mac mini in it? @SnazzyQ https://t.co/EGAqmLe7g5
taylorcox,"Greenville, SC",12-03-2022 21:05,1067,0,0,"There are only 2 explanations for this:

1) The chart is wrong.
2) The M1 Max GPUs in the Studio are *crazy* overcl… https://t.co/sdmm3vQUjc"
StargazeChad,Andromaverse,12-03-2022 22:40,10906,2,0,I’m torn … I don’t think I could  ever use more than an #M1Ultra right ? My brain hurts when I move from 120hz to t… https://t.co/FKTKfuxepz
davidhepworth_,"Wakefield, West Yorkshire.",12-03-2022 22:07,199,0,6,RT @mrtechboi: what if like… you could add M1 to your studio display at checkout… https://t.co/eLF8GZYbsx
neilmcrae,"London, UK",12-03-2022 21:56,1547,0,0,@an0key Im using M1 Max as main and M1 air in the same way. I want to buy a studio because its just cool but I hav… https://t.co/PKrhvGhPaD
davidhepworth_,"Wakefield, West Yorkshire.",12-03-2022 22:07,199,0,2,RT @RendersbyModel: How long is it until someone opens up the studio display and puts an M1 Mac mini in it? @SnazzyQ https://t.co/EGAqmLe7g5
steviestets,Delaware,12-03-2022 21:43,641,1,0,I think the new iPad Air only got an M1 so apple can up sell you the Studio Display. And I’d be down for that if th… https://t.co/xLqlA06JVw
datos_digital,Australia,12-03-2022 21:37,6480,0,0,"Apple Loop: Stunning New iPhone, Safari Defeated, iPhone 14’s Ugly Upgrade : #analytics #googleads #facebookads https://t.co/z8MNY3AOV6"
shameermulji,"Vancouver, BC",12-03-2022 21:35,269,1,0,@HumanTestSample @rbrome @stetsondoggett @MacRumors @julipuli @9to5mac are the ones that leaked all the info on Mac… https://t.co/m7ewGwVFv8
MaaOther,Russia,12-03-2022 20:31,138,0,0,"@alex_abads So, anyway, are you getting the new Mac Studio with M1 ultra?"
dmytrenkoigor,,12-03-2022 23:57,58,1,0,@sanders3d Check this article https://t.co/AKtTzbZMH0
HMSPRINCEOFWALE,,12-03-2022 23:55,200,0,2,"RT @Apple: Supercharged by the M1 chip, the new iPad Air comes in five stunning colours. 10.9 Liquid Retina display, blazing-fast 5G,12MP…"
WSz7ag9N563MjB8,,12-03-2022 23:50,0,0,0,⁦@Apple⁩ we shall see https://t.co/ZSAX6ysoEl
Applema23882935,"California, USA",12-03-2022 23:50,151,1,0,So will you rather have apple put the M1 Ultra on a 16 inch Macbook bro ?
awan_biru89,Kuala Lumpur,12-03-2022 23:41,494,0,42,"RT @MajinBuOfficial: Based on what my resource reports, here is some official information on the new Mac Pro 2022

This is the bridge that…"
Jesse_demello,"Hyde Park, Boston",12-03-2022 23:40,469,0,42,"RT @MajinBuOfficial: Based on what my resource reports, here is some official information on the new Mac Pro 2022

This is the bridge that…"
shitchat_imdad,,12-03-2022 23:34,63,1,0,@theapplebizz @VadimYuryev I don’t think there’s an incentive for apple to upgrade their M line chips every year. U… https://t.co/GSTIqCMXJk
superduprtech,"Birmingham, England",12-03-2022 23:23,1401,0,0,"M1 Ultra machines will have the option to run them in a higher power/performance mode. 

Next Mac Pro to give the o… https://t.co/wDYkuKbfny"
ggmedgg,,12-03-2022 22:58,128,1,0,@j_obermayr @websternoble18 @TechWiser What I think is the M1 max just have one hint but apple will use other type… https://t.co/nZJDpVMKYv
dougbrownDBA,,12-03-2022 22:55,1057,0,1,RT @dougbrownDBA: Apple M1 Ultra chip blows away the competition https://t.co/O8eAeYWSQJ https://t.co/QY7689VdT2
azrinsunbae,,12-03-2022 22:48,1061,0,42,"RT @MajinBuOfficial: Based on what my resource reports, here is some official information on the new Mac Pro 2022

This is the bridge that…"
ruffleseed,Malaysia,12-03-2022 22:40,14505,6,0,Imagine an Apple TV with M1 Ultra that runs AAA games along XBOX / PS5 ..
Sister_SO_AM_I,Where you are...,12-03-2022 22:40,47,0,0,Apples chips are on the table https://t.co/Jn3iurI8ju
pixel_hosts,Worldwide,12-03-2022 22:39,789,0,0,All of Apple’s M1 processors in one simple table https://t.co/LiKtn8XEoZ https://t.co/EY5ibF4T1N
BackboneUK,London,12-03-2022 22:33,147,0,0,The M1 Ultra: Apple’s big leap forward in chip design https://t.co/pTaZEjvVaF https://t.co/owYAnlEYHe
shotsbyseah,Singapore,12-03-2022 04:15,401,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
Cory5412,"Arizona, USA",12-03-2022 01:07,268,0,0,"@colincornaby Yeah, feels like the Mac Studio + Studio Display are a replacement for the iMac Pros old slot and th… https://t.co/aOLgciWBuI"
_WEPSY_,in ,12-03-2022 00:30,31,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
dr_ogg,,11-03-2022 23:54,5,4,0,"@LukeMiani not really, most folks interested in larger screens will spend more, I run a 49 with an MBP m1 gen 2, A… https://t.co/L7EELVejAd"
mauricioge,Planet of the Apes 🦍,11-03-2022 21:38,931,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
Johni_blz,,11-03-2022 21:36,689,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
arielb185,,11-03-2022 20:15,526,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
mashable,,11-03-2022 20:10,9442252,19,5,You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read mo… https://t.co/oMYTDPEk8E
CliffsEsport,,11-03-2022 15:02,227,0,0,@kennwhite Are you likely to try Apples new Mac Studio desktop? I dont have need for that much compute but am cur… https://t.co/AXcTsRpXDr
paperlessmove,Germany,11-03-2022 14:41,3457,0,0,@chris_lawley And I realized I‘ll wait for the Apple Pro with M1 Ultramegaextraordinay AKA M2 instead of buying the… https://t.co/RYrajviEYA
TechWhirlUlt,"Bangalore, India. (He/Him)",11-03-2022 06:52,1163,1,0,"@soumyakanti52 @LukeMiani Studio Display: New display from Apple, just a monitor though
Mac Studio: A new sort of M… https://t.co/8DHIy6xljw"
ME1223D,"Savannah, GA",12-03-2022 22:31,215,0,0,"@Apple_Tomorrow I always will recommend an ultra wide monitor. This is one of the better ones 

Studio monitors hav… https://t.co/D0rtvZtM55"
SFGatesPhD,United States,12-03-2022 20:48,0,0,0,When will I get my MI 6  Apple ULTRA studio ? @CleanIveParody  @gcluley  @ronniewood @RoyalFamily
johnremus,"OC, from the SF Bay",12-03-2022 19:43,924,2,0,"Ordered my Mac Studio... cuz, uh, Yolo?
But as much as I wanted the Ultra version, i simply do not do enough video… https://t.co/L7iTW7cQIu"
RalstonCh,Earth via Louisiana,12-03-2022 18:47,555,2,0,"Just watched the entire Apple event March 8th and bought the Mac Studio Ultra setup, MacBook pro, Mac mini, iPad pr… https://t.co/ee2ZUnI4RS"
imNATHinthemood,"Quezon City, National Capital Region",12-03-2022 14:58,2800,0,3,"RT @VadimYuryev: Btw, Apple could decide to give it a new name based on a new Mac Pro-exclusive chip family. This is because the Mac Pro is…"
MarkHorner,St. Michaels,12-03-2022 14:55,3113,0,3,"RT @VadimYuryev: Btw, Apple could decide to give it a new name based on a new Mac Pro-exclusive chip family. This is because the Mac Pro is…"
HH722001,,12-03-2022 21:26,688,1,0,@WarlockMaggot @gabibibou @Guvoid @polyer13 @UltraLinx Your generalization is dumb. The machines you talk about are… https://t.co/hFTdafQDiS
marrathon,Pennsylvania,12-03-2022 16:05,3530,1,0,"The 5 Coolest Features Of The Apple Mac Studio
https://t.co/kb6pDYMMlP
The Mac Studio is an impressive, expensive d… https://t.co/EPFyQsw8iF"
1129_ali,"Karachi, Pakistan",12-03-2022 13:35,282,1,0,A quick glance at the Apple website reveals that some of the more expensive versions of the Mac Studio will take 12… https://t.co/qbkABSwmTT
themistermazin,,12-03-2022 13:08,318,1,0,@itis_naji @Apple_Tomorrow The studio display tho seems very appealing (pretty sure it will be excellent) it is very expensive
CorentinMiq,🇨🇭Basel 🇫🇷 Mulhouse,12-03-2022 10:57,530,1,0,"@Apple WHERE. IS. OUR. 27’ iMAC ??? Mac Studio &amp; Studio Display are too expensive &amp; not all-in-one, iMac 24’ is too… https://t.co/NtZ6Sl6R68"
shotsbyseah,Singapore,12-03-2022 03:42,401,0,2,RT @nofilmschool: What if you dont want to buy Apples expensive new Studio Display? https://t.co/TcqGnzbuJ1
T_Party323,"Issaquah, Wa",12-03-2022 03:37,99,0,2,RT @nofilmschool: What if you dont want to buy Apples expensive new Studio Display? https://t.co/TcqGnzbuJ1
nephipower,,12-03-2022 00:46,21,0,0,#askupgrade do you think Apple’s should rethink their plans to replace the 27” iMac with the Mac Studio because it… https://t.co/J6CemjDb1a
HeedoAbuLaban,The Holy Land,11-03-2022 22:52,246,0,0,"It makes sense that Apple is not making a new 27-inch iMac for now, as it focuses on promoting the sweet and expens… https://t.co/X3vZgk0uY7"
nofilmschool,"Los Angeles, CA",11-03-2022 21:30,178425,4,2,What if you dont want to buy Apples expensive new Studio Display? https://t.co/TcqGnzbuJ1
msthebaron,,12-03-2022 21:54,287,0,0,@lapcatsoftware Stuff like this is why Mac Studio is not shaking the Earth. I hear “faster and less power than the… https://t.co/V95F4nGZXI
mrgnsprs,"Tulsa, OK",12-03-2022 21:44,344,1,0,@Apple_Tomorrow I’m thinking the same thing. I could get two Dell U2720Q 4K with Ergotron arms for less than the co… https://t.co/yh5Pjk5Uh8
s_nakamodo,"Stanford, California",12-03-2022 20:46,53,1,0,"The Mac Studio delivers a lot more performance than even the top-tier Mac Pro -- and all for a lot less money.
For… https://t.co/Pvvf8jOk4L"
apple_address,,12-03-2022 19:30,3,0,0,"@LukeMiani Honestly, I don’t like the redesign of the iMac (badge-less chin looks cheap to me).  I’d rather have th… https://t.co/P5te01gjnX"
mrbenjaminhoppe,benjamin@benjaminhoppe.co,12-03-2022 17:46,2152,12,0,"Apple not making an updated 27 iMac isn""t surprising. If you don""t need pro power, the 24 iMac is more than capab… https://t.co/ed2gf8VPZd"
alterengo,"Berlin, Germany",12-03-2022 13:19,72,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
ApplelianosPod,Spain,12-03-2022 11:14,3612,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
dev_jac,"San Francisco, CA",12-03-2022 04:47,2943,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
gnomeuser,,12-03-2022 03:41,323,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
zane_parkinson,,12-03-2022 03:17,6,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
danielone,San Francisco,12-03-2022 03:00,724,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
